Member_number,Date,itemDescription,Price
4291,29-07-2015,citrus fruit,1.70
2267,11-11-2015,semi-finished bread,1.12
3579,02-06-2015,sausage,2.75
3959,05-10-2015,tropical fruit,1.50
2271,20-11-2015,whole milk,1.20
3621,09-04-2015,berries,2.94
3491,11-06-2015,ham,2.59
1542,28-04-2015,curd,1.24
4098,09-01-2015,soda,1.99
4117,11-08-2015,pot plants,5.00
3289,31-03-2015,yogurt,1.80
1883,05-11-2015,meat,5.16
3659,21-06-2015,citrus fruit,1.70
1364,20-06-2015,root vegetables,2.20
3184,04-09-2015,whole milk,1.20
3113,05-03-2015,coffee,1.62
1135,29-04-2015,whole milk,1.20
1394,14-02-2015,whole milk,1.20
2381,13-01-2015,sausage,2.75
4110,28-11-2015,whole milk,1.20
4043,21-01-2015,frankfurter,2.00
3491,06-06-2015,fruit/vegetable juice,2.00
2044,16-12-2015,meat,5.16
4191,28-04-2015,other vegetables,2.50
1312,18-05-2015,frankfurter,2.00
2191,10-11-2015,specialty cheese,1.44
1032,23-08-2015,yogurt,1.80
3790,28-10-2015,chicken,3.67
3588,19-08-2015,whole milk,1.20
4598,18-03-2015,curd,1.24
3394,15-06-2015,pastry,4.81
2202,24-06-2015,frankfurter,2.00
2431,18-07-2015,chicken,3.67
4207,17-03-2015,frozen dessert,2.61
2580,24-10-2015,tropical fruit,1.50
4825,09-06-2015,tropical fruit,1.50
4368,12-10-2015,sausage,2.75
4852,17-06-2015,whole milk,1.20
1595,20-06-2015,finished products,1.97
1678,14-09-2015,pork,1.35
4667,07-05-2015,beef,4.50
2631,27-09-2015,sausage,2.75
1623,01-03-2015,citrus fruit,1.70
1784,26-05-2015,pip fruit,1.80
2379,19-09-2015,soda,1.99
4361,27-01-2015,other vegetables,2.50
3419,25-07-2015,tropical fruit,1.50
1286,12-08-2015,whole milk,1.20
1236,11-05-2015,whole milk,1.20
3585,06-03-2015,ham,2.59
4773,09-11-2015,tropical fruit,1.50
4114,05-04-2015,canned beer,2.50
4700,16-03-2015,ham,2.59
4120,01-12-2015,chicken,3.67
3416,07-07-2015,grapes,4.50
1038,02-04-2015,whole milk,1.20
3267,18-01-2015,frankfurter,2.00
3402,06-01-2015,curd,1.24
3013,21-08-2015,bottled beer,3.07
4807,27-01-2015,beef,4.50
2172,02-03-2015,citrus fruit,1.70
1388,03-04-2015,UHT-milk,2.50
3309,21-01-2015,salty snack,1.80
2194,05-06-2015,canned beer,2.50
4603,21-01-2015,pork,1.35
1631,05-02-2015,domestic eggs,1.40
2712,11-09-2015,other vegetables,2.50
2757,28-04-2015,beef,4.50
4761,08-09-2015,sausage,2.75
2688,22-11-2015,dish cleaner,1.54
2458,23-08-2015,frankfurter,2.00
4087,26-08-2015,frankfurter,2.00
4677,15-10-2015,frankfurter,2.00
3250,12-04-2015,tropical fruit,1.50
3488,19-08-2015,frankfurter,2.00
1679,24-06-2015,other vegetables,2.50
4820,23-07-2015,whole milk,1.20
2079,16-05-2015,soda,1.99
2460,27-10-2015,chicken,3.67
4286,06-06-2015,other vegetables,2.50
3050,10-08-2015,whole milk,1.20
2888,05-09-2015,sausage,2.75
2376,28-05-2015,sausage,2.75
4748,23-03-2015,pork,1.35
2311,06-06-2015,bottled water,3.73
4765,05-07-2015,butter milk,2.66
4199,04-08-2015,soda,1.99
2592,20-03-2015,chicken,3.67
1403,15-05-2015,frankfurter,2.00
4031,03-01-2015,frankfurter,2.00
1416,04-03-2015,sausage,2.75
4022,24-04-2015,chicken,3.67
3674,22-03-2015,beverages,3.40
3430,16-04-2015,fruit/vegetable juice,2.00
1113,29-03-2015,pork,1.35
4178,22-01-2015,frankfurter,2.00
4037,09-05-2015,soda,1.99
3917,13-09-2015,whipped/sour cream,1.49
4658,14-07-2015,sausage,2.75
1408,23-07-2015,root vegetables,2.20
4940,17-04-2015,liquor,1.80
1639,10-10-2015,frankfurter,2.00
4139,26-11-2015,coffee,1.62
2799,17-06-2015,butter,1.88
4041,16-10-2015,soda,1.99
3508,07-02-2015,seasonal products,1.87
1584,11-03-2015,frankfurter,2.00
4006,02-07-2015,canned beer,2.50
4593,07-04-2015,other vegetables,2.50
4875,22-08-2015,pastry,4.81
2534,09-08-2015,pet care,4.03
2413,13-12-2015,baking powder,3.32
1909,10-01-2015,sausage,2.75
4367,15-11-2015,sugar,1.95
4240,28-10-2015,pet care,4.03
1866,08-11-2015,pet care,4.03
3905,19-06-2015,berries,2.94
4906,16-09-2015,tropical fruit,1.50
4478,04-12-2015,soda,1.99
2765,22-07-2015,beef,4.50
4178,13-11-2015,tropical fruit,1.50
4330,22-06-2015,finished products,1.97
1659,25-03-2015,chewing gum,0.74
2406,24-10-2015,curd,1.24
3465,15-01-2015,chicken,3.67
3178,22-10-2015,bottled beer,3.07
2218,02-07-2015,herbs,1.29
3980,09-04-2015,yogurt,1.80
2519,14-03-2015,sausage,2.75
2568,09-10-2015,sausage,2.75
1130,15-01-2015,tropical fruit,1.50
1231,20-05-2015,white wine,3.33
2654,22-09-2015,frankfurter,2.00
3913,21-03-2015,canned beer,2.50
3276,23-02-2015,chicken,3.67
4094,30-03-2015,turkey,3.42
3997,19-07-2015,curd cheese,3.55
2313,18-02-2015,berries,2.94
2716,10-09-2015,tropical fruit,1.50
3923,27-01-2015,frankfurter,2.00
4541,18-04-2015,coffee,1.62
4524,26-08-2015,whole milk,1.20
1750,08-02-2015,onions,1.84
1527,30-12-2015,domestic eggs,1.40
1379,01-07-2015,other vegetables,2.50
2380,09-10-2015,hamburger meat,2.11
3259,02-09-2015,sausage,2.75
3268,13-07-2015,citrus fruit,1.70
3117,03-03-2015,pork,1.35
1972,02-06-2015,pork,1.35
1154,06-04-2015,root vegetables,2.20
2408,25-03-2015,sausage,2.75
2400,22-03-2015,bottled beer,3.07
1286,08-03-2015,herbs,1.29
3505,21-07-2015,soda,1.99
4503,19-12-2015,tropical fruit,1.50
4292,27-03-2015,sausage,2.75
4906,30-09-2015,soda,1.99
2745,08-04-2015,tropical fruit,1.50
4682,17-05-2015,sausage,2.75
2553,01-02-2015,whole milk,1.20
3985,18-02-2015,beverages,3.40
2741,28-09-2015,liver loaf,2.32
2642,01-04-2015,frankfurter,2.00
1873,14-02-2015,yogurt,1.80
3738,15-07-2015,other vegetables,2.50
2042,17-11-2015,yogurt,1.80
4669,27-05-2015,whole milk,1.20
2045,16-08-2015,pork,1.35
3450,03-10-2015,berries,2.94
2225,12-03-2015,berries,2.94
2290,10-09-2015,other vegetables,2.50
4494,02-11-2015,chicken,3.67
3539,24-01-2015,root vegetables,2.20
1002,26-04-2015,tropical fruit,1.50
3222,05-08-2015,citrus fruit,1.70
1711,22-11-2015,frankfurter,2.00
2436,24-11-2015,misc. beverages,3.47
2888,20-12-2015,pip fruit,1.80
4665,26-02-2015,sausage,2.75
2977,03-01-2015,rolls/buns,1.00
3052,04-07-2015,citrus fruit,1.70
4943,28-07-2015,sausage,2.75
1323,03-11-2015,syrup,3.09
1604,04-11-2015,pip fruit,1.80
2794,12-09-2015,whole milk,1.20
2253,21-07-2015,frankfurter,2.00
2873,03-09-2015,other vegetables,2.50
2707,22-06-2015,bottled water,3.73
2718,25-01-2015,whole milk,1.20
3711,08-07-2015,whole milk,1.20
2960,17-02-2015,finished products,1.97
1702,14-01-2015,whole milk,1.20
4347,07-03-2015,pork,1.35
2913,04-07-2015,chocolate,1.80 marshmallow
3893,15-04-2015,root vegetables,2.20
1950,23-10-2015,sausage,2.75
3205,20-03-2015,sausage,2.75
1943,24-03-2015,bottled water,3.73
3604,18-05-2015,frankfurter,2.00
2048,16-12-2015,pork,1.35
2176,08-08-2015,frozen meals,2.18
2659,15-06-2015,tropical fruit,1.50
3841,01-02-2015,ham,2.59
1077,12-09-2015,tropical fruit,1.50
2403,28-11-2015,whole milk,1.20
3324,24-08-2015,whole milk,1.20
4976,11-07-2015,misc. beverages,3.47
3894,06-11-2015,finished products,1.97
3718,18-10-2015,berries,2.94
3652,18-09-2015,other vegetables,2.50
4867,03-01-2015,berries,2.94
1845,28-05-2015,onions,1.84
2233,28-08-2015,yogurt,1.80
1958,03-07-2015,berries,2.94
1535,14-01-2015,shopping bags,0.50
2187,16-08-2015,whole milk,1.20
4557,19-10-2015,turkey,3.42
1482,21-02-2015,pip fruit,1.80
4614,07-06-2015,pip fruit,1.80
1341,16-09-2015,other vegetables,2.50
4768,13-03-2015,hamburger meat,2.11
3683,04-12-2015,pork,1.35
3471,29-05-2015,pastry,4.81
4698,25-10-2015,newspapers,4.71
4134,28-11-2015,canned beer,2.50
1357,28-07-2015,ham,2.59
2617,22-05-2015,whole milk,1.20
2834,26-12-2015,beef,4.50
1921,25-10-2015,pip fruit,1.80
1248,25-08-2015,beef,4.50
3945,04-10-2015,seasonal products,1.87
2265,29-07-2015,other vegetables,2.50
1046,18-06-2015,whole milk,1.20
1484,24-02-2015,root vegetables,2.20
3355,18-10-2015,pork,1.35
4563,16-05-2015,pork,1.35
4255,15-08-2015,newspapers,4.71
3741,21-11-2015,rolls/buns,1.00
2990,12-08-2015,beef,4.50
1655,20-11-2015,sausage,2.75
1878,22-02-2015,brown bread,2.45
3877,11-01-2015,pork,1.35
3370,12-11-2015,root vegetables,2.20
3084,19-04-2015,hamburger meat,2.11
1472,06-07-2015,root vegetables,2.20
3160,22-01-2015,chewing gum,0.74
1854,26-07-2015,other vegetables,2.50
4113,19-07-2015,tropical fruit,1.50
1551,11-08-2015,frankfurter,2.00
3195,30-01-2015,canned beer,2.50
1170,01-12-2015,chicken,3.67
2653,07-12-2015,whole milk,1.20
3494,04-07-2015,citrus fruit,1.70
4787,25-05-2015,pork,1.35
2008,21-10-2015,whole milk,1.20
3692,20-02-2015,hamburger meat,2.11
1016,23-04-2015,soft cheese,2.00
4667,23-02-2015,sausage,2.75
4191,10-05-2015,pork,1.35
2015,12-05-2015,pork,1.35
3002,19-02-2015,tropical fruit,1.50
4068,10-01-2015,frankfurter,2.00
4432,25-09-2015,canned beer,2.50
3406,17-05-2015,sausage,2.75
1844,10-02-2015,root vegetables,2.20
4793,24-02-2015,soda,1.99
3363,18-05-2015,canned beer,2.50
2160,06-10-2015,bottled beer,3.07
1448,19-03-2015,pork,1.35
1346,08-05-2015,pip fruit,1.80
3863,13-06-2015,brown bread,2.45
4611,08-03-2015,other vegetables,2.50
1368,15-07-2015,beef,4.50
1808,04-02-2015,long life bakery product,1.50
4589,08-12-2015,sausage,2.75
2814,21-10-2015,onions,1.84
4848,23-06-2015,pork,1.35
3454,17-12-2015,frankfurter,2.00
1118,27-07-2015,ham,2.59
1863,11-02-2015,tropical fruit,1.50
3154,05-01-2015,rolls/buns,1.00
3251,26-12-2015,frankfurter,2.00
4964,30-11-2015,whole milk,1.20
4537,20-12-2015,other vegetables,2.50
2063,27-11-2015,root vegetables,2.20
4873,27-04-2015,rolls/buns,1.00
1841,10-05-2015,pip fruit,1.80
4420,25-02-2015,rolls/buns,1.00
3593,27-08-2015,frankfurter,2.00
4123,14-12-2015,frankfurter,2.00
4571,05-04-2015,citrus fruit,1.70
4503,26-11-2015,pastry,4.81
4526,18-01-2015,other vegetables,2.50
2241,18-10-2015,ham,2.59
3694,17-12-2015,cat food,3.99
4988,20-12-2015,pork,1.35
4327,26-04-2015,citrus fruit,1.70
2061,15-12-2015,sausage,2.75
3345,30-09-2015,soda,1.99
1937,19-01-2015,citrus fruit,1.70
2055,08-11-2015,other vegetables,2.50
4362,08-05-2015,ham,2.59
4716,01-03-2015,sausage,2.75
4657,14-01-2015,sausage,2.75
3281,16-06-2015,sausage,2.75
3252,15-02-2015,sausage,2.75
4410,05-10-2015,hygiene articles,1.15
4396,12-06-2015,beef,4.50
3683,05-12-2015,canned beer,2.50
2493,07-08-2015,onions,1.84
1788,15-04-2015,sausage,2.75
1846,18-05-2015,sausage,2.75
4685,04-11-2015,yogurt,1.80
2237,09-02-2015,chicken,3.67
3755,28-09-2015,beef,4.50
1280,12-08-2015,UHT-milk,2.50
4019,06-08-2015,pork,1.35
4875,03-10-2015,tropical fruit,1.50
3552,02-09-2015,canned vegetables,3.63
3134,07-06-2015,tropical fruit,1.50
4797,04-07-2015,sausage,2.75
1443,04-03-2015,frankfurter,2.00
2171,31-03-2015,rolls/buns,1.00
4153,27-05-2015,pickled vegetables,1.99
2476,05-05-2015,citrus fruit,1.70
1550,14-05-2015,potato products,4.96
1885,25-12-2015,turkey,3.42
2592,01-10-2015,sausage,2.75
4607,17-11-2015,white wine,3.33
3600,26-11-2015,hamburger meat,2.11
2848,15-11-2015,chicken,3.67
4160,19-04-2015,turkey,3.42
2800,02-02-2015,dessert,3.96
4882,31-10-2015,tropical fruit,1.50
1908,10-06-2015,beef,4.50
2045,07-12-2015,pork,1.35
4728,15-02-2015,white bread,1.90
4680,22-08-2015,root vegetables,2.20
4780,05-04-2015,frankfurter,2.00
1107,06-05-2015,citrus fruit,1.70
3329,21-02-2015,rolls/buns,1.00
4122,24-04-2015,tropical fruit,1.50
2690,04-11-2015,cream cheese,1.70 
2186,14-02-2015,sausage,2.75
4871,15-11-2015,turkey,3.42
1608,21-02-2015,frankfurter,2.00
1116,23-07-2015,chicken,3.67
1566,19-11-2015,tropical fruit,1.50
3629,13-04-2015,chicken,3.67
1835,01-04-2015,root vegetables,2.20
1853,03-02-2015,chicken,3.67
1880,15-09-2015,bottled beer,3.07
2476,04-12-2015,ketchup,1.43
1349,10-05-2015,canned beer,2.50
3284,28-01-2015,tropical fruit,1.50
1660,26-07-2015,beef,4.50
1866,15-02-2015,whole milk,1.20
1678,23-08-2015,bottled water,3.73
2327,04-08-2015,pork,1.35
4710,09-05-2015,pork,1.35
4563,27-06-2015,pip fruit,1.80
4555,31-03-2015,specialty chocolate,4.80
4160,12-06-2015,citrus fruit,1.70
2006,08-12-2015,frankfurter,2.00
3120,12-06-2015,sausage,2.75
3750,28-02-2015,root vegetables,2.20
4985,26-12-2015,root vegetables,2.20
2108,11-08-2015,tropical fruit,1.50
2072,19-02-2015,pip fruit,1.80
2391,27-06-2015,sausage,2.75
1047,04-01-2015,curd,1.24
2464,19-07-2015,beef,4.50
2029,08-07-2015,frankfurter,2.00
3704,22-01-2015,root vegetables,2.20
1807,18-12-2015,frankfurter,2.00
2337,15-08-2015,hamburger meat,2.11
4614,24-10-2015,vinegar,3.61
4105,29-05-2015,tropical fruit,1.50
2600,12-05-2015,pip fruit,1.80
4335,12-10-2015,citrus fruit,1.70
4582,13-11-2015,fruit/vegetable juice,2.00
3306,29-12-2015,frankfurter,2.00
4789,11-09-2015,whole milk,1.20
4744,20-01-2015,hamburger meat,2.11
3029,31-05-2015,long life bakery product,1.50
1144,28-01-2015,soda,1.99
2273,27-11-2015,hamburger meat,2.11
1475,17-12-2015,frankfurter,2.00
1173,22-10-2015,hard cheese,3.71
2148,19-07-2015,newspapers,4.71
3334,03-05-2015,chicken,3.67
2200,10-10-2015,soft cheese,2.00
3973,02-09-2015,pip fruit,1.80
2695,04-07-2015,tropical fruit,1.50
3053,25-12-2015,hamburger meat,2.11
2964,11-08-2015,finished products,1.97
2494,13-06-2015,pot plants,5.00
1603,07-09-2015,whole milk,1.20
1264,07-12-2015,tropical fruit,1.50
2809,10-04-2015,whole milk,1.20
3180,15-09-2015,bottled beer,3.07
4539,09-03-2015,whole milk,1.20
2990,29-06-2015,frankfurter,2.00
1969,11-02-2015,citrus fruit,1.70
1191,08-08-2015,hamburger meat,2.11
2690,20-10-2015,cream,2.44
3803,20-10-2015,sausage,2.75
3999,19-04-2015,yogurt,1.80
3677,30-11-2015,sausage,2.75
1168,11-02-2015,bottled beer,3.07
1324,27-12-2015,misc. beverages,3.47
3829,10-07-2015,pickled vegetables,1.99
2664,20-09-2015,chicken,3.67
3002,22-01-2015,chicken,3.67
4305,23-06-2015,herbs,1.29
2633,14-02-2015,frankfurter,2.00
1120,14-01-2015,soda,1.99
2870,25-02-2015,white bread,1.90
2977,16-11-2015,chicken,3.67
2135,25-01-2015,beef,4.50
4460,12-07-2015,root vegetables,2.20
2961,21-07-2015,soda,1.99
2109,24-09-2015,yogurt,1.80
1023,28-06-2015,white bread,1.90
2645,26-06-2015,syrup,3.09
2910,04-12-2015,whole milk,1.20
3251,09-11-2015,salt,2.98
2309,29-12-2015,whole milk,1.20
2553,21-06-2015,other vegetables,2.50
4100,22-04-2015,sausage,2.75
2580,17-11-2015,other vegetables,2.50
4628,10-12-2015,fish,3.18
1073,08-06-2015,pip fruit,1.80
1459,18-07-2015,citrus fruit,1.70
3752,21-08-2015,dishes,6.99
4655,21-03-2015,meat,5.16
2484,20-06-2015,pork,1.35
4990,15-03-2015,sausage,2.75
2356,02-02-2015,pip fruit,1.80
3476,21-04-2015,bottled water,3.73
4643,25-01-2015,whole milk,1.20
3287,02-02-2015,onions,1.84
3468,14-11-2015,liver loaf,2.32
2779,27-12-2015,meat,5.16
3811,11-05-2015,root vegetables,2.20
3122,13-10-2015,citrus fruit,1.70
2874,22-01-2015,soda,1.99
3148,28-03-2015,bottled beer,3.07
4359,24-09-2015,dessert,3.96
4510,26-03-2015,bottled beer,3.07
3298,28-04-2015,roll products ,4.42
3285,12-07-2015,sausage,2.75
4752,11-02-2015,yogurt,1.80
4741,25-02-2015,chicken,3.67
3557,24-05-2015,meat,5.16
4328,21-07-2015,citrus fruit,1.70
1052,06-07-2015,butter milk,2.66
1719,17-09-2015,nuts/prunes,2.09
1360,05-02-2015,root vegetables,2.20
1299,03-06-2015,bottled beer,3.07
4260,16-11-2015,chicken,3.67
1785,15-07-2015,butter,1.88
3835,06-01-2015,tropical fruit,1.50
1720,05-12-2015,root vegetables,2.20
1872,05-04-2015,tropical fruit,1.50
1406,23-03-2015,sausage,2.75
3560,29-09-2015,bottled water,3.73
4628,29-11-2015,salty snack,1.80
2692,09-10-2015,beef,4.50
4843,13-05-2015,whole milk,1.20
4395,25-06-2015,ham,2.59
1196,27-11-2015,mayonnaise,2.64
1076,14-05-2015,frankfurter,2.00
3519,28-01-2015,hamburger meat,2.11
1335,18-10-2015,whipped/sour cream,1.49
4988,29-10-2015,candles,3.52
4437,20-10-2015,beverages,3.40
2262,04-10-2015,tropical fruit,1.50
4320,07-01-2015,yogurt,1.80
1155,01-04-2015,whole milk,1.20
3101,17-12-2015,sausage,2.75
2433,19-10-2015,bottled water,3.73
2051,14-11-2015,canned beer,2.50
3144,16-08-2015,tropical fruit,1.50
2000,23-08-2015,bottled beer,3.07
2427,26-06-2015,pork,1.35
2916,13-06-2015,salty snack,1.80
1609,17-12-2015,rolls/buns,1.00
2982,25-06-2015,citrus fruit,1.70
1804,30-11-2015,sausage,2.75
4997,27-12-2015,tropical fruit,1.50
2789,28-01-2015,whole milk,1.20
2512,23-04-2015,canned beer,2.50
2641,01-03-2015,whole milk,1.20
2102,10-05-2015,rolls/buns,1.00
2979,17-07-2015,sausage,2.75
3685,04-03-2015,tropical fruit,1.50
2918,11-10-2015,bottled beer,3.07
4640,31-01-2015,domestic eggs,1.40
1149,06-08-2015,soda,1.99
4608,05-01-2015,whole milk,1.20
3794,26-11-2015,tropical fruit,1.50
3014,04-11-2015,ham,2.59
2083,28-03-2015,brandy,5.89
1656,13-08-2015,hard cheese,3.71
1482,24-07-2015,bottled beer,3.07
3050,20-10-2015,other vegetables,2.50
3882,23-04-2015,finished products,1.97
2618,03-12-2015,misc. beverages,3.47
4888,13-02-2015,canned beer,2.50
2523,12-01-2015,yogurt,1.80
4633,14-04-2015,bottled water,3.73
2440,02-03-2015,tropical fruit,1.50
2100,05-07-2015,frankfurter,2.00
3691,12-02-2015,yogurt,1.80
4499,06-05-2015,bottled beer,3.07
2370,28-08-2015,tropical fruit,1.50
3831,14-10-2015,UHT-milk,2.50
4744,28-10-2015,citrus fruit,1.70
4919,12-03-2015,newspapers,4.71
4876,21-02-2015,soda,1.99
1296,20-08-2015,tropical fruit,1.50
4845,28-08-2015,bottled water,3.73
4606,13-03-2015,canned beer,2.50
1438,26-02-2015,onions,1.84
2777,24-05-2015,pastry,4.81
4220,10-08-2015,tropical fruit,1.50
1943,07-01-2015,hamburger meat,2.11
3535,01-09-2015,pip fruit,1.80
2194,09-01-2015,soda,1.99
2326,29-11-2015,pork,1.35
4189,07-04-2015,rolls/buns,1.00
1023,06-01-2015,whipped/sour cream,1.49
3886,01-04-2015,soda,1.99
1443,09-10-2015,butter,1.88
1395,26-06-2015,canned beer,2.50
1291,14-01-2015,tropical fruit,1.50
1374,10-03-2015,whole milk,1.20
4015,20-02-2015,yogurt,1.80
3009,18-02-2015,sausage,2.75
2961,16-11-2015,frankfurter,2.00
3260,08-07-2015,meat,5.16
1793,19-05-2015,canned beer,2.50
2985,05-01-2015,tropical fruit,1.50
1205,14-03-2015,yogurt,1.80
1116,08-10-2015,newspapers,4.71
1633,09-08-2015,condensed milk,3.61
3600,30-07-2015,pip fruit,1.80
4740,10-07-2015,coffee,1.62
2677,23-12-2015,sausage,2.75
1540,14-08-2015,whole milk,1.20
4323,26-03-2015,frankfurter,2.00
4320,18-04-2015,canned beer,2.50
1363,16-06-2015,whole milk,1.20
1761,09-08-2015,rolls/buns,1.00
1733,23-06-2015,pip fruit,1.80
1994,05-10-2015,canned beer,2.50
4300,04-04-2015,citrus fruit,1.70
4298,25-07-2015,butter,1.88
1097,01-11-2015,tropical fruit,1.50
3766,07-05-2015,citrus fruit,1.70
2348,28-02-2015,citrus fruit,1.70
4588,08-11-2015,butter,1.88
3784,14-06-2015,seasonal products,1.87
2787,05-03-2015,brown bread,2.45
2056,24-11-2015,newspapers,4.71
3986,25-07-2015,tropical fruit,1.50
3861,07-07-2015,rolls/buns,1.00
1094,07-01-2015,sausage,2.75
4743,24-01-2015,sausage,2.75
3543,02-06-2015,whole milk,1.20
4914,14-03-2015,pip fruit,1.80
2004,21-08-2015,yogurt,1.80
4171,03-06-2015,yogurt,1.80
3041,15-09-2015,sausage,2.75
1324,10-07-2015,citrus fruit,1.70
1524,06-08-2015,UHT-milk,2.50
4260,30-05-2015,sausage,2.75
1494,29-09-2015,whole milk,1.20
2521,03-03-2015,citrus fruit,1.70
2225,28-04-2015,pork,1.35
3486,23-12-2015,pip fruit,1.80
1422,28-02-2015,canned beer,2.50
3082,20-02-2015,canned beer,2.50
1114,12-03-2015,dog food,3.70
4773,31-10-2015,salty snack,1.80
1939,30-10-2015,root vegetables,2.20
2723,03-11-2015,meat,5.16
1361,08-09-2015,whole milk,1.20
2294,10-05-2015,rolls/buns,1.00
3915,05-03-2015,pork,1.35
3579,30-12-2015,other vegetables,2.50
2051,20-04-2015,whole milk,1.20
2113,07-09-2015,bottled water,3.73
1909,31-08-2015,sausage,2.75
2328,22-02-2015,beef,4.50
2948,19-06-2015,organic sausage,4.71
3504,20-05-2015,frozen meals,2.18
3069,09-04-2015,mustard,4.36
2142,19-05-2015,yogurt,1.80
4411,17-04-2015,meat,5.16
1993,08-07-2015,tropical fruit,1.50
4579,09-01-2015,pip fruit,1.80
1177,14-10-2015,rolls/buns,1.00
2499,24-04-2015,root vegetables,2.20
4427,14-01-2015,tropical fruit,1.50
2883,12-10-2015,whipped/sour cream,1.49
1242,04-12-2015,sausage,2.75
3409,11-12-2015,frankfurter,2.00
1307,22-06-2015,meat,5.16
3507,10-11-2015,whole milk,1.20
2606,26-01-2015,chicken,3.67
3048,06-06-2015,long life bakery product,1.50
2007,23-11-2015,cream cheese,1.70 
3072,26-01-2015,whole milk,1.20
3354,14-01-2015,citrus fruit,1.70
3656,11-03-2015,tropical fruit,1.50
4417,18-05-2015,sausage,2.75
3296,06-06-2015,whole milk,1.20
1323,30-04-2015,soups,4.76
1754,17-09-2015,citrus fruit,1.70
3872,03-11-2015,beef,4.50
3691,05-02-2015,canned beer,2.50
1218,29-12-2015,tropical fruit,1.50
1381,23-03-2015,beverages,3.40
4550,02-03-2015,canned beer,2.50
1377,06-02-2015,meat,5.16
4388,19-02-2015,cream cheese,1.70 
2157,14-07-2015,meat,5.16
3321,25-12-2015,sausage,2.75
3205,11-12-2015,frankfurter,2.00
4444,22-07-2015,sausage,2.75
2348,01-11-2015,whole milk,1.20
4275,18-08-2015,whole milk,1.20
3664,04-05-2015,frozen vegetables,3.90
1627,11-02-2015,root vegetables,2.20
1641,27-05-2015,pip fruit,1.80
1461,21-12-2015,bottled water,3.73
4266,17-06-2015,soda,1.99
2754,02-05-2015,liver loaf,2.32
3117,30-09-2015,citrus fruit,1.70
1654,29-04-2015,dish cleaner,1.54
1154,17-05-2015,citrus fruit,1.70
